"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Hybrid Graph Contrastive Learning Approach with Negative Sampling for Knowledge Graph Completion","W. Pan; Q. Hua; Y. Zhang; Y. Lu; J. Chen; J. Qin","School of Electronics and Information, South China University of Technology, Guangzhou, China; School of Electronics and Information, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Electronics and Information, South China University of Technology, Guangzhou, China; School of Electronics and Information, South China University of Technology, Guangzhou, China; School of Electronics and Information, South China University of Technology, Guangzhou, China",2025 8th International Conference on Artificial Intelligence and Big Data (ICAIBD),"21 Jul 2025","2025","","","141","147","Knowledge Graph Completion (KGC) constitutes a pivotal task for predicting missing relationships in knowledge graphs through existing triple analysis. While Graph Neural Networks (GNNs) have demonstrated exceptional performance in KGC by exploiting graph structural patterns, their effectiveness is fundamentally constrained by inherent limitations such as over-smoothing – a phenomenon that causes entity representations to converge to indistinguishable states. This critical shortcoming impedes the model’s capacity to discern fine-grained semantic relationships within knowledge graphs. To overcome these challenges, we present SCCL-GNN, a novel negative sampling-enhanced graph contrastive learning framework that synergistically integrates contrastive learning (CL) with GNN architectures. Our methodology explicitly optimizes the representation space through two innovative negative sampling paradigms: (1) Cluster-aware negative sampling strategically selects intra-cluster negative samples to enhance discrimination of semantically proximate entities. (2) Scoring-driven hard negative mining employs entity scoring mechanisms to identify challenging negative pairs that maximize training signal efficacy. Through comprehensive experimentation on three benchmark datasets (FB15k-237, WN18RR, and Kinship), our framework significantly outperforms state-of-the-art baseline models. This work not only advances the frontier of KGC methodologies but also provides fundamental insights into multimodal learning paradigm design for graph representation learning.","2769-3554","979-8-3315-1936-0","10.1109/ICAIBD64986.2025.11082092","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11082092","knowledge graph;knowledge graph completion;contrastive learning;graph neural network","Training;Representation learning;Semantics;Data visualization;Knowledge graphs;Contrastive learning;Big Data;Benchmark testing;Graph neural networks;Artificial intelligence","","","","26","IEEE","21 Jul 2025","23-26 May 2025","23-26 May 2025","IEEE","IEEE Conferences"
"Knowledge Graph Completion Method of Combining Structural Information with Semantic Information","B. Hu; J. Zhang; H. Chen","School of Cyber Science and Engineering, Zhengzhou University, Zhengzhou, China; National Digital Switching System Engineering & Technological R&D Center (NDSC), Zhengzhou, China; National Digital Switching System Engineering & Technological R&D Center (NDSC), Zhengzhou, China",Chinese Journal of Electronics,"11 Nov 2024","2024","33","6","1412","1420","With the development of knowledge graphs, a series of applications based on knowledge graphs have emerged. The incompleteness of knowledge graphs makes the effect of the downstream applications affected by the quality of the knowledge graphs. To improve the quality of knowledge graphs, translation-based graph embeddings such as TransE, learn structural information by representing triples as low-dimensional dense vectors. However, it is difficult to generalize to the unseen entities that are not observed during training but appear during testing. Other methods use the powerful representational ability of pre-trained language models to learn entity descriptions and contextual representation of triples. Although they are robust to incompleteness, they need to calculate the score of all candidate entities for each triple during inference. We consider combining two models to enhance the robustness of unseen entities by semantic information, and prevent combined explosion by reducing inference overhead through structured information. We use a pre-training language model to code triples and learn the semantic information within them, and use a hyperbolic space-based distance model to learn structural information, then integrate the two types of information together. We evaluate our model by performing link prediction experiments on standard datasets. The experimental results show that our model achieves better performances than state-of-the-art methods on two standard datasets.","2075-5597","","10.23919/cje.2022.00.299","National Natural Science Foundation of China(grant numbers:62002384); China Postdoctoral Science Foundation(grant numbers:2020M683760); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10748382","Knowledge graph;Knowledge graph completion;Representation learning","Training;Semantics;Knowledge graphs;Predictive models;Vectors;Robustness;Explosions;Standards;Testing;Context modeling","","","","27","","11 Nov 2024","November 2024","","CIE","CIE Journals"
"KIMV: Enhancing Entity Disambiguation with a Knowledge-Integrated Multi-View Encoder","X. Ma; Y. Sun; X. Duan; X. Dong; J. Zuo; Y. Li; J. Wang","Xi'an Jiaotong University, Xi'an, China; Xi'an Jiaotong University, Xi'an, China; Xi'an Jiaotong University, Xi'an, China; China Telecom Corporation Limited Shaanxi Branch, Xi'an, China; China Telecom Corporation Limited Shaanxi Branch, Xi'an, China; Shaanxi Xueqian Normal University, Xi'an, China; Xi'an Jiaotong University, Xi'an, China",2025 IEEE International Conference on Knowledge Graph (ICKG),"26 Feb 2026","2025","","","261","268","Entity Disambiguation (ED) is a critical task in Natural Language Processing that links ambiguous entity mentions in text to their canonical entries in a knowledge base. While modern deep learning models have advanced the state of the art, they face persistent challenges. Classification-based methods often struggle with rare or “overshadowed” entities, as their knowledge is implicitly stored in model parameters. Generative methods, conversely, can overlook the rich semantic information in entity descriptions crucial for resolving fine-grained ambiguity, often relying on surface-level entity titles. To address these gaps, we introduce KIMV, a novel Knowledge-Integrated MultiView framework. KIMV features two key innovations: (1) a Word Knowledge Tree (WKT), a purpose-built prefix tree that efficiently integrates rich background knowledge for candidate entities prior to encoding, enhancing the input representation in a manner distinct from output-constrained decoding approaches; and (2) a multi-view dual-encoder that computes a composite relevance score by synergistically combining dense semantic matching, sparse lexical alignment, and a token-level late-interaction mechanism. Experimental evaluations on six benchmark datasets, including AIDA, MSNBC, and AQUAINT, demonstrate that KIMV achieves a new state-of-the-art average InKB Micro F1 score of $\mathbf{8 9. 2 \%}$. The model shows particularly strong performance on challenging out-of-domain datasets like AQUAINT and CWEB, underscoring the effectiveness of its explicit, pre-encoder knowledge integration strategy in achieving superior generalization.","","979-8-3315-6689-0","10.1109/ICKG66886.2025.00041","National Natural Science Foundation of China(grant numbers:62088102,62125305,U23A20339); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11391775","Entity Disambiguation;Knowledge Integration;Natural Language Processing;Dual-Encoder Models;Transformer Models","Deep learning;Technological innovation;Trees (botanical);Semantics;Knowledge based systems;Knowledge graphs;Transformers;Natural language processing;Encoding;Faces","","","","35","IEEE","26 Feb 2026","13-14 Nov. 2025","13-14 Nov. 2025","IEEE","IEEE Conferences"
"Chimera-3X: A Hybrid Cognitive Engine for Retrieval-Augmented Biomedical Consulting","M. Dhifallah; Y. Liu","Dalian University of Technology, Dalian, China; Dalian University of Technology, Dalian, China",2025 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),"29 Jan 2026","2025","","","2114","2121","Biomedical question answering remains a challenging task due to the complexity of clinical knowledge and the limitations of general-purpose large language models (LLMs) in providing accurate, domain-specific responses. We introduce Chimera-3X, a hybrid cognitive engine that orchestrates multiple specialized LLMs (DeepSeek, BioGPT from Microsoft, and Exone 3.0 from LG), each fine-tuned and adapted as an independent medical sub-toolkit. Chimera-3X integrates external biomedical knowledge graphs such as UMLS, SNOMED CT, and Wikidata via retrieval-augmented generation techniques, enhancing the system's factual accuracy and reasoning capabilities. Each engine processes clinical queries independently while the orchestrator coordinates their outputs, leveraging SPARQLbased queries to ensure precise knowledge retrieval. Preliminary evaluations demonstrate significant improvements in clinical answer accuracy, coherence, and interpretability compared to standalone LLM approaches. We propose an architecture that provides a scalable, transparent and effective framework for biomedical consulting, advancing the integration of knowledgedriven AI in healthcare applications. Code and Resources: https://github.com/marwan8086/Chimera-3X","2156-1133","979-8-3315-1557-7","10.1109/BIBM66473.2025.11356117","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11356117","Large Language Models (LLMs);Biomedical Knowledge Graphs;Retrieval-Augmented Generation (RAG);Orchestration;Clinical QA;Explainable AI","Accuracy;Large language models;Retrieval augmented generation;Unified modeling language;Knowledge graphs;Medical services;Computer architecture;Question answering (information retrieval);Engines;Optimization","","","","50","IEEE","29 Jan 2026","15-18 Dec. 2025","15-18 Dec. 2025","IEEE","IEEE Conferences"
"A Chinese Medical Question-Answering Method Integrating Semantic Parsing and Knowledge Graph Reasoning","Y. Shi","School of AI and Advanced Computing, Xi'an Jiaotong-Liverpool University, Suzhou, Jiangsu, China","2025 4th International Conference on Cloud Computing, Big Data Application and Software Engineering (CBASE)","20 Jan 2026","2025","","","291","295","To address the deficiency of Chinese medical question-answering systems in entity recognition, intent understanding, and complex question processing, this paper proposes a method integrating semantic parsing and knowledge graph reasoning. This method also integrates a weighted fusion mechanism of confidence matching and similarity calculation to implement fuzzy retrieval, and introduces the RetrievalAugmented Generation (RAG) mechanism to generate supplementary answers when knowledge graph reasoning results are insufficient. Experimental results show that the proposed method achieves higher accuracy and F1-score than the baseline models in both the named entity recognition task and the intent recognition task. Finally, it exhibits high stability and flexibility in multi-turn question-answering, verifying its effectiveness and scalability.","","979-8-3315-6491-9","10.1109/CBASE67452.2025.11335485","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11335485","Medical Question-Answering;Knowledge Graph;Semantic Parsing;Graph Retrieval","Accuracy;Intent recognition;Scalability;Semantics;Retrieval augmented generation;Knowledge graphs;Named entity recognition;Benchmark testing;Cognition;Thermal stability","","","","12","IEEE","20 Jan 2026","24-26 Oct. 2025","24-26 Oct. 2025","IEEE","IEEE Conferences"
"A Hybrid Knowledge Graph-Deep Learning Model for Predictive Analytics in Healthcare Worker Stress Management with Cloud Environments","H. Faizvi; S. O. Nawaz; K. Ibrahim; F. Siddiqui; A. Siddiqui; K. Anandakumar","Department of Computer Engineering, Jamia Millia Islamia, New Delhi, India; Department of Computer Engineering, Jamia Millia Islamia, New Delhi, India; Department of Computer Engineering, Jamia Millia Islamia, New Delhi, India; Department of Computer Engineering, Jamia Millia Islamia, New Delhi, India; Department of Engineering and Technology, Amity University, Noida, UP, India; Department of Information Science and Engineering, Bannari Amman Institute of Technology, Sathyamangalam, Tamil Nadu, India",2025 3rd International Conference on Self Sustainable Artificial Intelligence Systems (ICSSAS),"21 Jul 2025","2025","","","1762","1768","Healthcare professionals experience severe psychological strain from difficult schedules and increased patient volumes, resulting in burnout and minimised efficiency. Conventional stress monitoring methods lack real-time predictive functionality and do not involve structured domain knowledge. This study presents a Hybrid Knowledge Graph-Deep Learning Model for predictive analytics in stress management, utilising graph embeddings and deep learning frameworks to improve interpretability. The solution integrates cloud-based deployment, facilitating real-time inference and scalability. The suggested system attains 96.4% accuracy, 95.8% F1-score, and a mean squared error of 0.021, more than the performance of Random Forest, SVM, and CNN models. The introduction of Knowledge Graph embeddings enhances contextual awareness, whereas deep learning guarantees adaptability across various healthcare settings. The results indicate improved accuracy in stress prediction, real-time monitoring capabilities, and greater explainability, positioning this method as an important boost for proactive stress management strategy in healthcare environments.","","979-8-3315-3884-2","10.1109/ICSSAS66150.2025.11080772","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11080772","Graph Neural Networks;Predictive Analytics;Cloud-Based Deployment;Attention Mechanism;Recurrent Neural Networks;Feature Extraction;Interpretability;SHAP value;Real-Time Inference;Federated Learning;Auto ML;Multimodal Stress Indicators;Temporal Data Analysis","Deep learning;Support vector machines;Analytical models;Adaptation models;Accuracy;Federated learning;Human factors;Predictive models;Real-time systems;Predictive analytics","","","","16","IEEE","21 Jul 2025","11-13 June 2025","11-13 June 2025","IEEE","IEEE Conferences"
"Construction of Mass Cultural and Sports Activity Knowledge Graph based on the Fusion of MultiSource Data","H. Sun; Y. Ma; J. Liu","School of Computer Science and Engineering Shenyang Jianzhu University, Shenyang, China; School of Computer Science and Engineering Shenyang Jianzhu University, Shenyang, China; School of Computer Science and Engineering Shenyang Jianzhu University, Shenyang, China",2022 International Conference on Knowledge Engineering and Communication Systems (ICKES),"17 Mar 2023","2022","","","1","6","With the advent of the era of big data, people are increasingly demanding for queries of mass cultural and sports activities, which have been given high attention. However, due to the challenges of such activities and the outstanding performance of knowledge graphs in recent years, in this paper we solve the problem from the perspective of knowledge graph. We first present a method to construct a knowledge graph of mass cultural and sports activities based on the fusion of multisource data for user activity query, then present a hierarchical modeling method combining ontology and taxonomy, design a BERT-based pipeline model to extract activity entities, solve the extraction of unstructured text data, and use a rule-based method to extract the relationship between activities and labels. Finally, the knowledge graph is constructed using the real activity data of Beijing region, and the multi-condition query of the activity is realized. The experimental results show that this method can effectively provide personalized activity query for users with different needs, and solve the problem of wide activity information and low matching between activities and users. A detailed experimental analysis was carried out to construct a data set using real activity data in Beijing, and the validity of the experiment was evaluated.","","978-1-6654-5637-1","10.1109/ICKECS56523.2022.10060175","Educational Department of Liaoning Province(grant numbers:LJKZ0582); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10060175","knowledge extraction;knowledge graph construction;label construction;mass cultural and sports activities;multi-condition query","Knowledge engineering;Taxonomy;Pipelines;Knowledge graphs;Ontologies;Data models;Data mining","","","","17","IEEE","17 Mar 2023","28-29 Dec. 2022","28-29 Dec. 2022","IEEE","IEEE Conferences"
"Transformer-based Deep Knowledge Tracing Integrating Knowledge-weighted Q-matrix","Y. Zhao; W. Bao","School of Computer and Information Technology, Hohhot Minzu College, Hohhot, China; School of Computer and Information Technology, Hohhot Minzu College, Hohhot, China",2025 International Conference on Trustworthy Big Data and Artificial Intelligence (ICTBAI),"29 Dec 2025","2025","","","148","153","To address the challenges of insufficient representation of exercise-knowledge concept relationships and difficulties in modeling long-range dependencies in Knowledge Tracing (KT), this paper proposes an innovative solution. First, a knowledge-weighted Q-matrix optimization method is designed: dynamically calculating weight proportions based on the difficulty of knowledge concepts, transforming binary relationships into continuous [0,1] interval representations to precisely capture association differences between exercises and concepts. Second, a Transformer-based deep knowledge tracing model integrating knowledge-weighted Q-matrix (KQTKT) is constructed to model long-range dependencies through a self-attention mechanism. Experimental validation demonstrates that this method significantly enhances relational representation capability and effectively improves prediction accuracy and interpretability. Results on four public benchmark datasets show that the KQTKT model achieves notable performance improvements over mainstream baseline models, with an average Area Under the Curve (AUC) increase of 1.49% to 2.31%. This study not only provides a novel and interpretable solution for modeling complex relationships in knowledge tracing but also establishes a solid technical foundation for building next-generation high-precision adaptive learning systems.","","979-8-3315-5509-2","10.1109/ICTBAI68361.2025.00032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11300399","Knowledge tracing;Transformer;Q-matrix","Knowledge engineering;Adaptation models;Adaptive learning;Technological innovation;Computer architecture;Knowledge graphs;Benchmark testing;Transformer cores;Transformers;Solids","","","","30","IEEE","29 Dec 2025","21-23 Aug. 2025","21-23 Aug. 2025","IEEE","IEEE Conferences"
"Hybrid Model Design For Protein Function Prediction","S. Zhao; X. Zhang; Z. Zhao; P. Qian; W. Liu; Z. Zeng; B. Veeravalli; L. Dai; P. Nordlund; N. Prabhu; W. L. Tam; X. Yang","Institute for Infocomm Research (I2R), A*STAR, Singapore; Institute for Infocomm Research (I2R), A*STAR, Singapore; Institute for Infocomm Research (I2R), A*STAR, Singapore; Institute for Infocomm Research (I2R), A*STAR, Singapore; Harvard Medical School, United States; Institute for Infocomm Research (I2R), A*STAR, Singapore; National University of Singapore (NUS), Singapore; Institute of Molecular and Cell Biology (IMCB), A*STAR, Singapore; Institute of Molecular and Cell Biology (IMCB), A*STAR, Singapore; Institute of Molecular and Cell Biology (IMCB), A*STAR, Singapore; Genome Institute of Singapore (GIS), A*STAR, Singapore; Institute for Infocomm Research (I2R), A*STAR, Singapore",2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"17 Dec 2024","2024","","","1","4","Considering the significant role of protein function probes in medicine development and health monitoring, we design a hybrid model based on traditional and deep learning methods to predict protein functions with desirable accuracy. Our work aims to better utilize the protein sequence information in our hybrid prediction model. Firstly, we introduce the high-efficiency sequence alignment tool DIAMOND to obtain function prediction reference based on sequence homology since ""similar"" proteins have similar protein functions. Secondly, we adopt deep learning methods to extract features from encoded protein sequences, then combine sequence features with domain features and protein-protein interaction (PPI) features in the deep neural network. Finally, we determine the best weight parameter between prediction results from DIAMOND and deep neural network. The experimental results show our proposed hybrid model outperforms traditional and state-of-the-art deep learning methods for protein function prediction.","2694-0604","979-8-3503-7149-9","10.1109/EMBC53108.2024.10781799","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10781799","","Proteins;Deep learning;Sequential analysis;Accuracy;Predictive models;Feature extraction;Diamond;Protein sequence;Data models;Surges","Proteins;Neural Networks, Computer;Deep Learning;Algorithms;Computational Biology;Sequence Analysis, Protein;Humans;Sequence Alignment","","","22","IEEE","17 Dec 2024","15-19 July 2024","15-19 July 2024","IEEE","IEEE Conferences"
"Hybrid approach for anticipating human activities in Ambient Intelligence environments","K. Moulouel; A. Chibani; H. Abdelkawy; Y. Amirat","Univ Paris Est Creteil, France; Univ Paris Est Creteil, France; Univ Paris Est Creteil, France; Univ Paris Est Creteil, France",2022 IEEE 18th International Conference on Automation Science and Engineering (CASE),"28 Oct 2022","2022","","","2006","2011","Recognising the human context in terms of ongoing human activities is of major importance to ensure an efficient context-aware assistance. In this paper, a hybrid approach combining deep learning and probabilistic commonsense reasoning is proposed for anticipating human activities in AmI environments. Deep learning models are exploited for recognising environment objects, human hands and user’s indoor locations. To implement probabilistic commonsense reasoning, probabilistic fluents are introduced in the formalism of event calculus formulated in answer set programming (ECASP). The reasoning axiomatization is based on an ontology describing the user’s context when performing an activity. Using reasoning based on temporal projection and abduction enables an eXplainable AI (XAI) approach for activity anticipation. Experimental results show the high accuracy of inferences in terms of activity anticipation and a very low computation time in knowledge-intensive scenarios, rendering the system compatible with real-time applications.","2161-8089","978-1-6654-9042-9","10.1109/CASE49997.2022.9926669","Horizon 2020 Framework Programme; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9926669","","Deep learning;Robot vision systems;Ontologies;Probabilistic logic;Cameras;Rendering (computer graphics);Real-time systems","","3","","27","IEEE","28 Oct 2022","20-24 Aug. 2022","20-24 Aug. 2022","IEEE","IEEE Conferences"
"Integration of Knowledge Graph and BERT for Sentiment Analysis of Indonesian Product Reviews","R. Fredyan; S. Achmad","Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, Indonesia",2025 International Conference on Information Management and Technology (ICIMTech),"4 Dec 2025","2025","","","270","275","Recent developments in sentiment analysis underline the necessity for models that mix deep learning with domain-specific expertise, especially for languages with few resources like Indonesian. By suggesting a hybrid architecture combining BERT with structured sentiment knowledge graphs, this work tackles the problem of aspect-based sentiment analysis (ABSA) in e-commerce reviews. The model uniquely addresses two important drawbacks: (1) the difficulty of pure data-driven techniques to use current sentiment lexicons and (2) the semantic distortion brought on by naive knowledge injection strategies. We propose three technical contributions: (1) a dynamic knowledge selection mechanism that retrieves relevant sentiment triples from the structured knowledge graph (SKG); (2) a sentence encoder with soft-position embeddings that retains sentence semantics; and (3) a masked self-attention mechanism to prevent information leakage from irrelevant nodes. With specific increases in recognizing implicit characteristics (+23% F1-score), the suggested design reaches 94.3% accuracy instead of 88.7% for traditional IndoBERT. Unlike conventional approaches, the model preserves interpretability using explicit aspect-sentiment mappings apparent in the attention weights. This work offers a useful model for improving ABSA systems in resource-constrained settings without calling for more labeled data.","2837-2778","979-8-3315-9701-6","10.1109/ICIMTech67074.2025.11265009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11265009","Sentiment analysis;Indonesian Product Reviews;Knowledge Graph;BERT","Sentiment analysis;Analytical models;Reviews;Semantics;Knowledge graphs;Bidirectional control;Pricing;Encoding;Data models;Electronic commerce","","","","27","IEEE","4 Dec 2025","28-29 Aug. 2025","28-29 Aug. 2025","IEEE","IEEE Conferences"
"Integrating RAG and LLM for Automated Code Review in Practice","L. Yang; Y. Chen","School of computer and Information Engineering, Shanghai Polytechnic University, Shanghai, China; Shanghai Institute of Computing Technology Co., Ltd, Shanghai, China",2025 10th International Conference on Computer and Information Processing Technology (ISCIPT),"2 Dec 2025","2025","","","591","596","With the rapid development of the digital economy, software development capability has become a key element of corporate core competitiveness. When facing urgent projects or short-term manpower shortages, companies often resort to temporary outsourcing solutions, leading to significant code quality issues in outsourced projects. Traditional static code analysis tools suffer from limitations such as delayed rule updates, insufficient cross-module analysis capabilities, and weak interpretability of results, making them inadequate to meet current demands. Advances in large language models (LLM) and retrieval-augmented generation (RAG) offer new possibilities for code quality management. However, current LLM-based solutions still face challenges including insufficient comment accuracy, low practicality, and a lack of targeted systematic improvement mechanisms. To address these issues, this study constructs a code graph knowledge base to provide effective contextual information and proposes a novel AI Code Review (AI-CR) framework. Experimental results demonstrate that the framework significantly improves adoption rate and developer trust. In comparative experiments, the adoption rate increased by 18.5%, surpassing that of contemporaneous manual reviews.","","979-8-3315-9590-6","10.1109/ISCIPT67144.2025.11265531","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11265531","Code Review;Large Language Model;Retrieval-Augmented Generation","Training;Technological innovation;Codes;Accuracy;Reviews;Large language models;Retrieval augmented generation;Knowledge based systems;Outsourcing;Testing","","","","21","IEEE","2 Dec 2025","12-14 Sept. 2025","12-14 Sept. 2025","IEEE","IEEE Conferences"
"Hybrid Knowledge-Enhanced Personalized Learning Recommendation Model for Adaptive and Intelligent Educational Systems","A. K. Pani; S. Thalla; L. Lavanya; K. Sudhakar; S. Gurumoorthy","Department of Computer Science and Engineering, Birla School of Applied Sciences, Birla Global University, Bhubaneswar, India; Department of Computer Science and Engineering (AIML), Geetanjali College of Engineering and Technology, Hyderabad, India; Department of Computer Science and Engineering, Sreyas Institute of Engineering and Technology, Hyderabad, India; Department of Artificial Intelligence and Data Science, Nitte Meenakshi Institute of Technology, Nitte (Deemed to be University), Bengaluru, India; Department of Computer Science and Engineering, School of Engineering and Technology, Dhanalakshmi Srinivasan University, Tiruchirappalli, India","2025 2nd International Conference on Software, Systems and Information Technology (SSITCON)","22 Jan 2026","2025","","","1","6","In recent years, personalized learning platforms gained prominence for delivering adaptive education but effectively recommending relevant learning resources while addressing data sparsity, cold-start problems and semantic understanding remained an existing challenge. Existing recommendation models often depend on collaborative filtering or deep learning which limited adaptability and alignment with pedagogical objectives. Therefore, this research proposes Hybrid Knowledge-Enhanced Personalized Learning Recommendation Model (HK-PLRM) for improving personalization by combining attention-augmented collaborative filtering, knowledge graph embeddings, and incremental deep learning. Initially, student and teacher models are constructed from multi-modal behavioral, assessment and instructional data for capturing learning preferences, performance and pedagogical intent. Then, knowledge graph module encodes semantic relationships between resources, exercises and knowledge points by using graph neural networks by enabling context-aware recommendations. Next, hybrid recommendation module predicts preference scores by fusing collaborative filtering, knowledge graph and deep learning outputs with attention-based weighting. Finally, cloud-based platform continuously updates models by using incremental learning, ensuring real-time adaptation to evolving learner behavior and enabling scalable, mobile access to personalized learning resources. From the results, the proposed HK-PLRM achieved better results in terms of Mean Absolute Error (MAE) of 0.72 and Root Mean Suare Error (RMSE) of 1.03 when compared with existing models.","","979-8-3315-2623-8","10.1109/SSITCON66133.2025.11342048","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11342048","hybrid knowledge-enhanced personalized learning;knowledge graph embeddings;attention-based collaborative filtering;incremental deep learning;cloud-based personalized education","Deep learning;Adaptation models;Adaptive systems;Incremental learning;Collaborative filtering;Semantics;Knowledge graphs;Real-time systems;Graph neural networks;Data models","","","","15","IEEE","22 Jan 2026","17-18 Oct. 2025","17-18 Oct. 2025","IEEE","IEEE Conferences"
"Analysis on the Generation Method of the Evaluation Index System for the Operation Test of Weapon Equipment Integrating MLLM/DKG","H. Zhou; L. Li; X. Qiu; D. Liu; Z. Hu","Equipment Demonstration, Army Academy of Armored Force of PLA, Beijing, China; Equipment Demonstration, Army Academy of Armored Force of PLA, Beijing, China; Equipment Demonstration, Army Academy of Armored Force of PLA, Beijing, China; Equipment Demonstration, Army Academy of Armored Force of PLA, Beijing, China; Equipment Demonstration, Army Academy of Armored Force of PLA, Beijing, China",2025 IEEE 12th Joint International Information Technology and Artificial Intelligence Conference (ITAIC),"18 Sep 2025","2025","12","","159","167","With the rapid development of MLLM in natural language processing, more and more industries apply it to construct domain disciplinary knowledge graphs and promote the application of MLLM in various industries. This paper aims at the problems of the lack of systematic sorting of the evaluation index system for the operation test of weapon equipment and the repeated construction of the evaluation index system, proposes the design idea of the ""general + domain-specific"" evaluation index system for the operation test of weapon equipment, designs the process of integrating MLLM/DKG collaborative generation of the evaluation index system for the operation test of weapon equipment, introduces the key technologies applied in this method, and finally points out the related problems and challenges of its future development. The feasible of the method has been initially proved.","2693-2865","979-8-3315-3128-7","10.1109/ITAIC64559.2025.11163348","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11163348","weapon equipment;operation test;evaluation index system;multi-model large language model;discipinary knowledge graph","Industries;Training;Systematics;Weapons;Large language models;Knowledge graphs;Natural language processing;Indexes;Systematic literature review;Sorting","","","","7","IEEE","18 Sep 2025","23-25 May 2025","23-25 May 2025","IEEE","IEEE Conferences"
"A Hybrid Knowledge Graph Completion Model Combining Entity Descriptions and Graph Topology for Electrical Safety Applications","X. Wang; Y. Bai; W. Zhao; B. Peng","State Grid Anhui Electric Power Co., Ltd., Hefei, China; State Grid Anhui Electric Power Co., Ltd., Hefei, China; State Grid Anhui Electric Power Co., Ltd., Hefei, China; State Grid Anhui Electric Power Co., Ltd., Hefei, China",2025 6th International Conference on Artificial Intelligence and Computer Engineering (ICAICE),"17 Feb 2026","2025","","","1224","1231","Knowledge graph completion (KGC) plays a pivotal role in addressing data incompleteness and inconsistency in domain-specific knowledge representations, particularly in safety-critical fields such as electrical power systems. This paper presents a novel hybrid model, termed EntityFusion-KGC (Entity Description Fusion–Knowledge Graph Completion), which integrates both textual semantic information and graph structural features to enhance KGC performance within the context of electrical safety applications. The proposed architecture encompasses four core components. First, an improved BERT-based encoding mechanism is developed to extract domain-specific semantic representations from unstructured entity descriptions. Second, graph topology is modeled using the TransE algorithm to capture latent relational features among entities. Third, a weighted fusion module, incorporating a graph attention network (GAT), adaptively aggregates semantic and structural embeddings by assigning dynamic importance weights. This fusion mechanism facilitates effective multi-source representation learning. Finally, the ENTITYFUSION-KGC model is empirically evaluated on a domain-curated electrical safety knowledge graph through comprehensive link prediction and entity classification experiments. Experimental results indicate that the model outperforms several benchmark methods in terms of Mean Reciprocal Rank (MRR) and Hits@K metrics. The integration of enriched textual semantics and attention-guided structural features demonstrates a significant improvement in reasoning accuracy and robustness. The proposed model contributes a scalable and interpretable solution to enhance knowledge completion in electrical safety domains, with potential applicability in broader safety-critical knowledge systems.","","979-8-3315-7496-3","10.1109/ICAICE68195.2025.11382327","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11382327","Electrical Safet;Entity Description Embedding;Knowledge Graph Completion;Graph Attention Network (GAT)","Adaptation models;Network topology;Electrical safety;Semantics;Power system dynamics;Knowledge graphs;Predictive models;Robustness;Data models;Topology","","","","26","IEEE","17 Feb 2026","7-9 Nov. 2025","7-9 Nov. 2025","IEEE","IEEE Conferences"
