"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Medical Implications of LLM Based Clinical Decision Support Systems in Healthcare","C. U. Ogdu; S. Gurbuz; M. Karakose; E. Hanoglu","Department of Computer Engineering, Faculty of Engineering, Fırat University, Elazığ, Turkey; Department of Computer Engineering, Faculty of Engineering, Fırat University, Elazığ, Turkey; Department of Computer Engineering, Faculty of Engineering, Fırat University, Elazığ, Turkey; Panates Bilgi Teknolojileri A.Ş., serving as the General Manager",2025 29th International Conference on Information Technology (IT),"21 Mar 2025","2025","","","1","4","the development of large language models (LLMs) has also opened new horizons in the healthcare sector. In this study, the potential contributions of large language models to clinical decision support systems (CDSS) are presented in detail. The capabilities of these models, which can be used in critical tasks such as diagnosis, disease prediction and optimization of patient management processes, have been comprehensively analyzed. In the study, general purpose large language models (ChatGPT, Gemma, Meta Llama, Mixtral) and models developed specifically for the healthcare field (BioBART, GatorTron) have been comparatively examined. The performance of the models has been evaluated on the basis of criteria such as semantic similarity, disease prediction accuracy and generalization capacity; MedMCQA and PubMedQA datasets have been utilized in this process. The results clearly reveal the strengths and weaknesses of large language models in the healthcare sector and provide concrete suggestions for their more effective use in clinical applications.","2836-3744","979-8-3315-1764-9","10.1109/IT64745.2025.10930252","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10930252","","Decision support systems;Large language models;Biological system modeling;Semantics;Medical services;Predictive models;Information technology;Optimization;Medical diagnostic imaging;Diseases","","4","","25","IEEE","21 Mar 2025","19-22 Feb. 2025","19-22 Feb. 2025","IEEE","IEEE Conferences"
"Enhancing Digital Continuity and Interoperability in Building Energy Management: A Digital Twin Approach with Large Language Models *","F. Ababsa; Z. Zheng; E. Yahya; E. Farazdaghi; R. El Meouche; S. Marie","PIMM Laboratory, ENSAM, France; PIMM and ESTP; LISPEN, ENSAM, France; ESTP, France; ESTP, France; Schneider Electrics, France","2025 11th International Conference on Control, Decision and Information Technologies (CoDIT)","14 Jan 2026","2025","1","","113","118","In the field of building energy management, the heterogeneity of data arising from the coexistence of multiple standards and ontologies, such as Building Energy Management (BEM) and Building Management Systems (BMS), presents a critical obstacle to achieving efficient, interoperable, and continuous digital twins (DTs). These systems produce disparate and often semantically incompatible data, impeding seamless integration and hindering the realization of holistic energy management strategies. To overcome these challenges, advanced data structuring and AI-based strategies are imperative to ensure semantic interoperability and uninterrupted data continuity across heterogeneous systems. This paper introduces a novel approach for constructing a unified ontology that harmonizes BEM and BMS standards, enabling the seamless fusion of their datasets within a digital twin architecture. By leveraging the capabilities of Large Language Models (LLMs), we enrich the semantic structuring process, facilitating automated and precise reconciliation of heterogeneous data sources. Experimental results underscore the viability and efficacy of the proposed methodology in maintaining robust interoperability and ensuring digital continuity, thereby enhancing the operational efficiency of digital twins for smart building energy management.","2576-3555","979-8-3315-0338-3","10.1109/CoDIT66093.2025.11321508","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11321508","","Large language models;Semantics;Tagging;Ontologies;Metadata;Digital twins;Energy management;Interoperability;Standards;Building management systems","","","","25","IEEE","14 Jan 2026","15-18 July 2025","15-18 July 2025","IEEE","IEEE Conferences"
"A Unified Multi-Scenario Framework for Schema Matching based on LLM","Q. Gao; Y. Xiao; Y. Hu; R. Zhao; B. Liu; Z. Feng; Y. Wang; X. Li","Information Research Center of Military Science, Academy of Military Science, Beijing, China; College of Informatics, Huazhong Agricultural University, Wuhan, China; College of Informatics, Huazhong Agricultural University, Wuhan, China; Information Research Center of Military Science, Academy of Military Science, Beijing, China; Information Research Center of Military Science, Academy of Military Science, Beijing, China; College of Informatics, Huazhong Agricultural University, Wuhan, China; College of Informatics, Huazhong Agricultural University, Wuhan, China; College of Informatics, Huazhong Agricultural University, Wuhan, China",2025 International Joint Conference on Neural Networks (IJCNN),"14 Nov 2025","2025","","","1","9","Schema matching is pivotal in data integration, identifying semantic equivalences between attributes in structured data tables. Existing methods focus on schema-level or instance-level matching, excelling only in specific scenarios. This underscores the need for a unified approach adaptable to varying data availability conditions. This paper presents a unified schema matching framework based on large language models (LLMs) that effectively addresses schema matching tasks across three distinct scenarios: a Scenario with only MetaData (SMD), a Scenario with a Small amount of instance Data (SSD), and a Scenario with a Large amount of instance Data (SLD).The framework employs a two-step approach, integrating feature similarity computation with LLM prompt engineering. The first step involves comprehensive feature extraction and similarity analysis to efficiently filter potential matches, followed by scenario-specific LLM prompting for precise semantic matching. Our approach integrates textual, structural, and semantic features with LLM-based analysis using LLaMA3.1-8b as its base model. Extensive experiments on WikiData and MIMIC-III datasets validate the framework’s effectiveness, achieving an F1 score of 92.5 and precision of 95.8 in the SLD scenario, while maintaining robust performance in scenarios with limited data. Ablation studies confirm that this two-step approach enhances both efficiency and accuracy, validating the framework’s capability to address diverse schema matching requirements within a unified solution.","2161-4407","979-8-3315-1042-8","10.1109/IJCNN64981.2025.11227582","Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11227582","Schema Matching;Large Language Models;Feature Similarity Computation;Prompt Engineering;Multi-Scenario","Matched filters;Large language models;Semantics;Neural networks;MIMICs;Data integration;Metadata;Superluminescent diodes;Feature extraction;Prompt engineering","","","","28","IEEE","14 Nov 2025","30 June-5 July 2025","30 June-5 July 2025","IEEE","IEEE Conferences"
"Significance of Syntactic Type Identification in Embedding Vector based Schema Matching","F. A. Satti; M. Hussain; S. Lee; T. Chung","Department of Computer Science and Engineering, Kyung Hee University, Yongin-si, South Korea; Department of Computer Science and Engineering, Kyung Hee University, Yongin-si, South Korea; Department of Computer Science and Engineering, Kyung Hee University, Yongin-si, South Korea; Department of Computer Science and Engineering, Kyung Hee University, Yongin-si, South Korea",2022 16th International Conference on Ubiquitous Information Management and Communication (IMCOM),"28 Feb 2022","2022","","","1","6","Data Interoperability provides a bridge between information systems to store, exchange and consume heterogeneous data. In order to achieve this goal, schema maps provide the necessary foundations. Traditional solutions rely on expert generated rules, ontologies, and syntactic matching to identify the similarity between attributes in the various data schema. While previously we have presented the effectiveness of transformer based models and unsupervised learning to calculate attribute similarities, in this paper we present the additional application of a naive syntactic similarity measurement We have evaluated the results of agreement between the computed and human annotated results, in terms of Mathews Correlation Coefficient (MCC). These results indicate that on weighted comparison there is no positive effect of including naive syntactic similarity in addition to semantic similarity.","","978-1-6654-2678-7","10.1109/IMCOM53663.2022.9721780","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9721780","Schema Matching;Health Information Management;Text Processing;Transfer Learning","Semantics;Bit error rate;Syntactics;Ontologies;Linguistics;Transformers;Information management","","1","","21","IEEE","28 Feb 2022","3-5 Jan. 2022","3-5 Jan. 2022","IEEE","IEEE Conferences"
"Dynamic Pseudo-Labeling via Large Language Models for Robust Medical Image Segmentation","Z. Tang","Faculty of Data Science, City University of Macau, Macao, SAR, China",2025 6th International Conference on Big Data & Artificial Intelligence & Software Engineering (ICBASE),"6 Oct 2025","2025","","","73","81","In the field of medical image segmentation, the high cost of annotated data and the poor generalization performance of the model have always been problems that need to be solved urgently. In this study, we innovatively propose a cross-modal collaboration framework based on large language model (LLM), MedSegLLM, which aims to overcome the two major difficulties of weakly supervised learning and domain adaptation at the same time, and open up an efficient and interpretable new path for medical image analysis: 1) Cross-modal semantic alignment network: Through a unique mapping strategy, medical image features and accurate text descriptions generated by LLM are projected into the same semantic space, cleverly bridging the understanding gap between vision and language, and achieving deep semantic integration across modalities. 2) Dynamic pseudolabel generator: deeply excavate the powerful logical reasoning potential of LLM, intelligently generate high-credibility segmentation masks, provide an effective way to break the dilemma of a lack of annotated data, and the generation process has adaptive optimization capabilities. 3) Adaptive feature fusion module: According to the image differences generated by different medical devices, it intelligently integrates multi-source feature information, comprehensively improves the generalization and adaptability of models across devices and scenarios, and ensures the stability of clinical applications. MedSegLLM has been experimentally proven to perform well on BraTS (Brain Tumor Segmentation Benchmark), ISIC (Dermoscopy Image Dataset) and proprietary CT datasets. In particular, under the severe conditions of low annotation data rate (only $10 \%$), the Dice coefficient is still as high as 0.91, which is significantly higher than that of traditional strongly supervised U-Net (0.85) and advanced TransUNet (0.88) ($\mathbf{p}\lt \mathbf{0 . 0 1}$). The cross-device generalization error of the framework is reduced by $32 \%$ compared with the existing schemes, which fully demonstrates its adaptability and robustness in complex medical environments(The model can maintain stable and high - accuracy segmentation performance in complex conditions without significant drops due to environmental changes or data - quality issues). Even in low-resource hospitals (less than $10 \%$ of labeled data) and emergency diagnosis scenarios, it can still maintain high-precision output, which is of great clinical practical value. It will provide a strong boost for the inclusive development of global medical imaging technology, and is expected to accelerate the popularization of precision medicine in medical institutions at all levels.","","979-8-3315-3946-7","10.1109/ICBASE66587.2025.11181232","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11181232","Medical Image Segmentation;Large language model;Pseudo Labeling;Cross-Modal Collaboration;Domain Adaptation","Image segmentation;Adaptation models;Adaptive systems;Annotations;Large language models;Computed tomography;Semantics;Data models;Robustness;Medical diagnostic imaging","","","","15","IEEE","6 Oct 2025","18-20 July 2025","18-20 July 2025","IEEE","IEEE Conferences"
"LLM Driven Smart Assistant for Data Mapping","A. Bedagkar; S. Mitra; R. Medicherla; R. Naik; S. Pal","TCS Research, Tata Consultancy Services, India; TCS Research, Tata Consultancy Services, India; TCS Research, Tata Consultancy Services, India; TCS Research, Tata Consultancy Services, India; TCS Research, Tata Consultancy Services, India",2025 IEEE/ACM 47th International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),"20 Aug 2025","2025","","","181","191","Data mapping is a crucial step during application migration and application integration. Data (model) mapping comprises “schema matching” to identify semantically equivalent fields between two schemas and ”transformation logic”, a set of rules for converting data from one schema to another. In current industry practice, data mapping is largely manual, performed by domain experts. We present a data mapping solution powered by Large Language Models (LLMs), offering significant improvements in precision over state-of-the-art (SOTA) methods, along with multiple automation workflows that allow users to provide various input triggers (context) for inferring the mappings. We illustrate this contribution using several representative industrial datasets.","2832-7659","979-8-3315-3685-5","10.1109/ICSE-SEIP66354.2025.00022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11121739","Generative AI;Machine Learning;Data Migration;Data Transformation;Sentence Embeddings","Industries;Automation;Generative AI;Virtual assistants;Large language models;Manuals;Machine learning;Data models;Logic;Software engineering","","1","","37","IEEE","20 Aug 2025","27 April-3 May 2025","27 April-3 May 2025","IEEE","IEEE Conferences"
"Attribute Similarity and Relevance-Based Product Schema Matching for Targeted Catalog Enrichment","E. Shieh; S. Simhon; G. Aluri; G. Papachristoudis; D. Yakut; D. Raghu","Amazon, Seattle, USA; Amazon, Seattle, USA; Amazon, Seattle, USA; Amazon, Seattle, USA; Amazon, Seattle, USA; Amazon, Seattle, USA",2021 IEEE International Conference on Big Knowledge (ICBK),"14 Jan 2022","2021","","","261","270","Many eCommerce catalogs rely on structured prod-uct data to provide a good experience for customers. For large scale services, product information is provided by millions of different manufacturer and vendor schemas. Due to inherent heterogeneity of this data, unifying it to a consistent catalog schema remains a challenge. Schema matching is the problem of finding such correspondences between concepts in different distributed, heterogeneous data sources. Most approaches in automated schema matching assume either a small number of source schemas, attributes, and contexts (i.e., matching movie attributes from media knowledge bases). By contrast, schema matching in product catalogs encounter the problem of scaling across millions of noisy, heterogenous schemas spanning thou-sands of categories and attributes. In this paper, we introduce a scalable schema matching framework that utilizes unsupervised domain-specific attribute representations and general attribute similarity metrics. Our method first identifies relevant attributes for a given product based on existing customer signals, and then prioritizes among candidate attributes to consolidate only those relevant product facts from multiple manufacturers and vendors with little to no labeled data. We demonstrate value by experiments that enriched catalog data containing millions of attribute enumer-ations sourced from tens of thousands of schemas across a wide range of product categories. Experimental results show reduced manual annotation efforts by 75% from competing schema matching efforts by automating schema matching on targeted product facts, resulting in high accuracy, precision, and recall for important attributes that contribute to customer interest. We also demonstrate performance improvements of 8% MRR using our approach compared against two well-established approaches to unsupervised schema matching.","","978-1-6654-3858-2","10.1109/ICKG52313.2021.00043","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9667751","Natural Language Processing;eCommerce;Schema Matching","Soft sensors;Semantics;Natural languages;Training data;Manuals;Media;Motion pictures","","","","20","IEEE","14 Jan 2022","7-8 Dec. 2021","7-8 Dec. 2021","IEEE","IEEE Conferences"
"Breast Cancer Image Classification: Leveraging Deep Learning and Large Language Models for Semantic Integration","K. K. Harini; R. Nandhini; A. M. Rajeswari; R. Deepalakshmi","Department of Computer Science and Engineering, Velammal College of Engineering and Technology, Madurai, India; Department of Computer Science and Engineering, Velammal College of Engineering and Technology, Madurai, India; Department of Computer Science and Engineering, Velammal College of Engineering and Technology, Madurai, India; Department of Computer Science and Engineering, Velammal College of Engineering and Technology, Madurai, India",2024 IEEE International Conference on Contemporary Computing and Communications (InC4),"3 Sep 2024","2024","1","","1","6","Breast cancer, a significant global health problem that is mainly affecting women, demonstrates the importance of early detection to enhance survival rates. Medical image classification is a significant field that utilizes deep learning methods such as Convolutional Neural Networks (CNNs), Region-Based CNNs (R-CNNs), and Deep Neural Networks (DNNs). Despite this, challenges such as over fitting persist, particularly with limited data or complex models. Although these models learn hierarchical features, interpreting them in intricate image structures is still challenging and complicates decision rationale. To address this, we propose a comprehensive approach for breast cancer image classification. The initial process involves image segmentation using CNN to identify regions of interest, followed by precise object detection with OpenCV. Data quality and diversity are ensured by preprocessing and augmentation with ImageDataGenerator, while informative features are extracted using the InceptionV3model. Our analysis of textual descriptions and embeddings is done by integrating Sentence Transformers and CLIP from the Large Language Model (LLM) framework. Achieving robust decision-making is ensured by setting a threshold of 0.7 for image classification based on predicted malignancy probability. Finally, improving the computations of similarity scores can improve prediction accuracy for reliable diagnostic interpretations. An accuracy of 0.92 in breast cancer diagnosis is guaranteed by integrating LLM and CNN for classification.","","979-8-3503-8365-2","10.1109/InC460750.2024.10649116","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10649116","Breast Cancer;Image Classification;Machine Learning;Deep Learning;LLM","Deep learning;Accuracy;Large language models;Fitting;Transforms;Transformers;Feature extraction","","2","","31","IEEE","3 Sep 2024","15-16 March 2024","15-16 March 2024","IEEE","IEEE Conferences"
"Knowledge Graph-Empowered Materials Discovery","X. Zhao; J. Greenberg; S. McClellan; Y. -J. Hu; S. Lopez; S. K. Saikin; X. Hu; Y. An","Information Science, Drexel University, Philadelphia, USA; Information Science, Drexel University, Philadelphia, USA; Information Science, Drexel University, Philadelphia, USA; Materials Science and Engineering, Drexel University, Philadelphia, USA; Chemistry and Chemical Biology, Northeastern University; Kebotix, Inc., Cambridge, USA; Information Science, Drexel University, Philadelphia, USA; Information Science, Drexel University, Philadelphia, USA",2021 IEEE International Conference on Big Data (Big Data),"13 Jan 2022","2021","","","4628","4632","In this position paper, we describe research on knowledge graph-empowered materials science prediction and discovery. The research consists of several key components including ontology mapping, materials data annotation, and information extraction from unstructured scholarly articles. We argue that although big data generated by simulations and experiments have motivated and accelerated the data-driven science, the distribution and heterogeneity of materials science-related big data hinders major advancements in the field. Knowledge graphs, as semantic hubs, integrate disparate data and provide a feasible solution to addressing this challenge. We design a knowledge-graph based approach for data discovery, extraction, and integration in materials science.","","978-1-6654-3902-2","10.1109/BigData52589.2021.9671503","National Science Foundation; Office of Advanced Cyberinfrastructure; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671503","Knowledge Graph;Materials Discovery;Information Extraction;Ontology;Natural Language Processing","Materials science and technology;Vocabulary;Technological innovation;Semantics;Prototypes;Transforms;Big Data","","10","","35","IEEE","13 Jan 2022","15-18 Dec. 2021","15-18 Dec. 2021","IEEE","IEEE Conferences"
"Compact Multitasking Multichromosome Genetic Algorithm for Heuristic Selection in Ontology Matching","X. Xue; J. C. -W. Lin; T. Su","Fujian Provincial Key Laboratory of Big Data Mining and Applications, Fujian University of Technology, Fuzhou, Fujian, China; Department of Distributed Systems and IT Devices, Silesian University of Technology, Akademicka, Gliwice, Poland; School of Computer Science and Mathematics, Fujian University of Technology, Fuzhou, Fujian, China",IEEE Transactions on Artificial Intelligence,"11 Dec 2024","2024","5","12","6752","6766","Ontology matching (OM) is critical for knowledge integration and system interoperability on the semantic web, tasked with identifying semantically related entities across different ontologies. Despite its importance, the complexity of terminology semantics and the large number of potential matches present significant challenges. Existing methods often struggle to balance between accurately capturing the multifaceted nature of semantic relationships and computational efficiency. This work introduces a novel approach, a compact multitasking multichromosome genetic algorithm for Heuristic selection (HS) in OM, designed to navigate the nuanced hierarchical structure of ontologies and diverse entity mapping preferences. Our method combines compact genetic algorithms with multichromosome optimization for entity sequencing and assigning HS, alongside an adaptive knowledge transfer mechanism to finely balance exploration and exploitation efforts. Evaluated on the ontology alignment evaluation initiative's benchmark, our algorithm demonstrates superior ability to produce high-quality ontology alignments efficiently, surpassing comparative methods in both effectiveness and efficiency. These findings underscore the potential of advanced genetic algorithms in enhancing OM processes, offering significant contributions to the broader AI field by improving the interoperability and knowledge integration capabilities of semantic web technologies.","2691-4581","","10.1109/TAI.2024.3442731","National Natural Science Foundation of China(grant numbers:62172095); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10634573","Compact genetic algorithm;Heuristic selection (HS);multichromosome;multitasking optimization;ontology matching (OM)","Ontologies;Task analysis;Sequential analysis;Genetic algorithms;Semantics;Optimization;Multitasking","","4","","49","IEEE","13 Aug 2024","Dec. 2024","","IEEE","IEEE Journals"
